Name,Brand,Processor_brand,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_GB,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,b_G3Dmark,b_G2Dmark,b_TDP,b_powerPerformance,Processor_full,b_manufacturer,b_singleScore,b_multiScore,b_cores,b_threads,b_baseClock,b_turboClock,cpu_tier,gpu_tier
Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),Chuwi,Intel,12,LPDDR4,512, SSD,Intel Integrated Intel UHD Graphics,Intel,,True,13.5,2256,1504,200.84,True,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,AMD,16,DDR5,1000, SSD,AMD Radeon Graphics,AMD,,False,14.0,2880,1800,242.59,True,Windows 11 OS,292.0,103.0,,,AMD Ryzen 7 7735U,,1379.0,9064.0,6.0,,3.2,4.2,2,0
HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,8,DDR5,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,AMD Ryzen 5 7535HS,,1379.0,9064.0,6.0,,3.2,4.2,2,2
HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,Intel,8,DDR4,512, SSD,Intel Integrated,Intel,,True,15.6,1366,768,100.45,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),Acer,AMD,8,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,14.0,1366,768,111.94,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5500U,AMD,1185.0,7173.0,6.0,12.0,2.1,4.0,1,0
Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,Intel,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,1
Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),Asus,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i7 12700H,Intel,1774.0,16860.0,14.0,20.0,2.3,4.7,4,2
HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),HP,Intel,16,DDR4,1000, SSD,Intel Integrated Intel Iris Xe Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1335U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,17.3,1920,1080,127.34,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,3
MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),MSI,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,3
MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 i7,Intel,1210.0,8631.0,8.0,8.0,3.0,4.7,2,3
HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),HP,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.0,1920,1080,137.68,False,Windows 11 OS,16958.0,951.0,170.0,99.76,AMD Ryzen 7 7840HS,AMD,1505.0,12645.0,8.0,16.0,3.2,4.7,3,3
Asus TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,17.3,1920,1080,127.34,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Asus Vivobook 14X K3405ZFB-KM752WS Laptop (12th Gen Core i7 /16GB/ 1TB SSD/Win11/ 4GB Graphic),Asus,Intel,16,DDR4,1000, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,14.0,2880,1800,242.59,False,Windows 11 OS,8007.0,380.0,,,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,2
Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,6.0,False,14.0,2560,1600,215.63,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 7735HS,AMD,1346.0,10625.0,8.0,16.0,2.8,4.4,3,2
Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,Intel,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,NVIDIA,6.0,False,16.0,1920,1200,141.51,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
Lenovo V15 G3 â€Žâ€Ž82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,AMD,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 7320U,Intel,1312.0,6490.0,4.0,8.0,3.8,4.6,1,0
Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),Apple,Apple,8,DDR4,512, SSD,10-Core GPU,Apple,,False,15.3,2880,1864,224.22,False,Mac OS,2782.0,338.0,,,Apple M2,,1648.0,10136.0,6.0,,2.5,4.5,3,1
Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,Intel,16,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,Intel,16,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1255U,AMD,1413.0,8727.0,8.0,16.0,1.9,4.4,2,1
HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,Intel,16,DDR4,512, SSD,Intel Integrated Intel Iris Xe Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1340p,Intel,1725.0,12117.0,6.0,12.0,2.5,4.4,3,1
ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),ASUS,AMD,16,DDR5,1000, SSD,AMD Radeon  RX 7600S,AMD,8.0,False,15.6,1920,1200,145.14,False,Windows 11 OS,11989.0,829.0,,,AMD Ryzen 9 7940HS,AMD,1685.0,14950.0,8.0,16.0,3.3,5.0,4,2
Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,2880,1620,211.82,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 13500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),MSI,Intel,16,DDR4,1256,Hard Disk & SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,Intel Core i7 11800H,Intel,1514.0,12342.0,8.0,16.0,1.9,4.6,3,2
Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),Asus,Intel,16,DDR4,512, SSD,NVIDIA Geforce RTX 3050,NVIDIA,4.0,False,14.0,2880,1800,242.59,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 13500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Acer,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.0,1920,1200,141.51,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 13500HX,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,Intel,16,DDR4,512, SSD,Integrated Intel iris Xe Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 13500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,1
Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),Apple,Apple,8,DDR4,256, SSD,10-Core GPU,Apple,,False,15.3,2880,1864,224.22,False,Mac OS,2782.0,338.0,,,Apple M2,,1648.0,10136.0,6.0,,2.5,4.5,3,1
Infinix INBook Y1 Plus Neo XL30 Laptop (Intel Celeron N5100/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,Intel,8,LPDDR4X,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Celeron N5100,AMD,903.0,6282.0,6.0,12.0,3.2,3.6,1,0
HP 14s-dy5008TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,Intel,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
MSI Modern 14 C7M-063IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),MSI,AMD,8,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,14.0,1920,1080,157.35,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 7530U,AMD,1379.0,7697.0,6.0,12.0,2.3,4.2,1,0
MSI Modern 14 C12M-445IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),MSI,Intel,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Asus Vivobook Go 15 2023 E1504FA-NJ323WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Asus,AMD,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 7320U,Intel,1312.0,6490.0,4.0,8.0,3.8,4.6,1,0
Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Samsung,Intel,8,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1335U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1355U,Intel,1599.0,6766.0,4.0,8.0,3.0,5.0,1,1
HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 7 5800H,AMD,1438.0,12330.0,8.0,16.0,3.2,4.4,3,2
Samsung Galaxy Book 3 360 NP750QFG-KA1IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1360P,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,1
Dell Inspiron 15 3520 D560915WIN9S Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Asus Vivobook 15 X1502ZA-EJ381WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1220P,Intel,1788.0,9773.0,12.0,16.0,2.2,4.8,2,0
HP Victus 15-fb0082AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
HP Chromebook 14a-na1004TU Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),HP,Intel,4,LPDDR4,64, Hard Disk,Intel Integrated UHD Graphics,Intel,,True,14.0,1366,768,111.94,True,Chrome OS,1582.0,267.0,,,Intel Celeron N4500,AMD,1151.0,5939.0,6.0,6.0,2.3,4.0,1,0
Lenovo E41-55 Laptop (Athlon Pro 3045B/ 8GB/ 256GB SSD/ Win11),Lenovo,AMD,8,DDR4,256, SSD,AMD Radeon Graphics,AMD,,False,14.0,1920,1080,157.35,False,Windows 11 OS,292.0,103.0,,,AMD Athlon Pro 3045B,,1379.0,9064.0,6.0,,3.2,4.2,2,0
Dell Inspiron 3525 D560789WIN9S Laptop (AMD Ryzen 5-5625U/ 8GB/ 512GB SSD/ Win11),Dell,AMD,8,DDR4,512, SSD,AMD Radeon Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5625U,AMD,1379.0,7202.0,6.0,12.0,2.3,4.2,1,0
HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 4GB Graph),Asus,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,2
Lenovo IdeaPad Slim 5 82SF008YIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,Intel,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
HP 15s-du3614TU Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),HP,Intel,8,DDR4,1256,Hard Disk & SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Dell Inspiron 3525 Laptop (AMD Ryzen3 5425U/ 8GB/ 512GB SSD/ Win11),Dell,AMD,8,DDR4,512, SSD,AMD Radeon Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 5425U,,1379.0,9064.0,6.0,,3.2,4.2,2,0
HP Victus 15-fb0040AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
Asus TUF Gaming A15 2022 FA577RE-HN055WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,AMD,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,9452.0,416.0,80.0,118.16,AMD Ryzen 7 6800H,AMD,1512.0,13253.0,8.0,16.0,3.2,4.7,3,2
Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),Apple,Apple,8,,256, SSD,10 Core GPU,Apple,,False,13.3,2560,1600,226.98,False,Mac OS,2782.0,338.0,,,Apple M2 Apple M2 Chip,,1648.0,10136.0,6.0,,2.5,4.5,3,1
Asus VivoBook 15 X515MA-BR011W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),Asus,Intel,4,,256, SSD,Intel UHD Graphics 600,Intel,,False,15.6,1366,768,100.45,False,Windows 11 OS,328.0,98.0,,,Intel Celeron N4020,,1725.0,12117.0,6.0,,2.5,4.6,3,0
Dell Latitude 3410 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),Dell,Intel,8,DDR4,512, SSD,Intel HD,Intel,,False,14.0,1366,768,111.94,False,Ubuntu OS,1582.0,267.0,,,Intel Core i5 10210U,Intel,1270.0,5974.0,6.0,12.0,1.1,4.7,1,0
HP Spectre x360 14-ef2035TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),HP,Intel,32,LPDDR4X,1000, SSD,Intel Iris Xe Graphics,Intel,,False,13.5,3000,2000,267.08,True,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1355U,Intel,1599.0,6766.0,4.0,8.0,3.0,5.0,1,1
HP Omen 14-fb0007TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,Intel,16,LPDDR5X,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,14.0,2880,1800,242.59,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,3
HP Envy x360 15-fe0011TX Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),HP,Intel,16,LPDDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,True,Windows 11 OS,12718.0,911.0,,,Intel Core i7 1355U,Intel,1599.0,6766.0,4.0,8.0,3.0,5.0,1,2
Lenovo Thinkpad E16 G1 21JN004DIG Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ DOS),Lenovo,Intel,8,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,16.0,1920,1080,137.68,False,Windows 11 OS,2782.0,338.0,,,Intel Core i3 1315U,Intel,1172.0,5776.0,4.0,8.0,3.7,4.4,1,1
HP 15-FC0029AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),HP,AMD,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 7520U,AMD,1379.0,7697.0,6.0,12.0,2.3,4.2,1,0
Honor MagicBook X14 Pro 2024 â€ŽFRI-G56 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Honor,Intel,16,LPDDRX4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1920,1200,161.73,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 13420H,Intel,1473.0,5995.0,4.0,8.0,2.5,4.5,1,0
MSI Stealth 14 AI Studio A1VGG-054IN Gaming Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,Intel,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,2880,1800,217.71,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,3
MSI Cyborg 15 AI A1VEK-050IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,2
MSI Cyborg 15 AI A1VEK-051IN Gaming Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core Ultra 125H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
MSI Stealth 16 AI Studio A1VGG-057IN Gaming Laptop (Intel Core Ultra 9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),MSI,Intel,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core Ultra 185H,Intel,1546.0,12442.0,8.0,16.0,2.1,4.8,3,3
MSI Prestige 16 AI Studio B1VFG 2024 Laptop ( Intel Core Ultra 9/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),MSI,Intel,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core Ultra 185H,Intel,1546.0,12442.0,8.0,16.0,2.1,4.8,3,3
Samsung Galaxy Book 4 360 NP750QGK-KG2IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR5,512, SSD,Intel Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS,2782.0,338.0,,,Intel Core 7 150U,AMD,1266.0,9064.0,8.0,16.0,1.8,4.3,2,1
Samsung Galaxy Book 4 Pro 360 NP960QGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),Samsung,Intel,16,LPDDR5X,1000, SSD,Intel Arc Graphics,Intel,,False,16.0,2880,1800,212.26,True,Windows 11 OS,2782.0,338.0,,,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,1
MSI Prestige 13 AI Evo A1MG 2024 Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home),MSI,Intel,16,LPDDR5,1000, SSD,Intel Arc Graphics,Intel,,False,13.3,2880,1800,255.36,False,Windows 11 OS,2782.0,338.0,,,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,1
MSI Prestige 16 AI Studio B1VEG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 6GB Graphics),MSI,Intel,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,12718.0,911.0,,,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,2
Samsung Galaxy Book 4 Pro 14 NP940XGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Samsung,Intel,16,LPDDR5X,512, SSD,Intel Arc Graphics,Intel,,False,14.0,2880,1800,242.59,True,Windows 11 OS,2782.0,338.0,,,Intel Core Ultra 155H,,1732.0,14825.0,12.0,,2.5,4.5,4,1
