Name,Brand,Processor_brand,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_GB,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,b_G3Dmark,b_G2Dmark,b_TDP,b_powerPerformance,Processor_full,b_manufacturer,b_singleScore,b_multiScore,b_cores,b_threads,b_baseClock,b_turboClock,cpu_tier,gpu_tier
Dell Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,Intel,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),Dell,Intel,8,DDR4,1000, SSD,Intel Integrated Integrated IntelÂ® UHD Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 1335U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
Lenovo Legion 9i 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),Lenovo,Intel,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4090,NVIDIA,16.0,False,16.0,3200,2000,235.85,False,Windows 11 OS,26395.0,999.0,350.0,75.41,Intel Core i9 13980HX,Intel,1063.0,25490.0,18.0,36.0,3.0,4.6,4,3
Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),Asus,Intel,16,DDR5,1000, SSD,â€ŽNVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i7 12700H,Intel,1774.0,16860.0,14.0,20.0,2.3,4.7,4,2
Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,Intel,4,LPDDR4X,64, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,True,Chrome OS,1582.0,267.0,,,Intel Celeron N4500,AMD,1151.0,5939.0,6.0,6.0,2.3,4.0,1,0
Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,Intel,4,LPDDR4X,64, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Chrome OS,1582.0,267.0,,,Intel Celeron N4500,AMD,1151.0,5939.0,6.0,6.0,2.3,4.0,1,0
Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,Intel,4,LPDDR4X,64, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Chrome OS,1582.0,267.0,,,Intel Celeron N4500,AMD,1151.0,5939.0,6.0,6.0,2.3,4.0,1,0
Asus Chromebook CX1500CKA-EJ0277 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS),Asus,Intel,4,LPDDR4X,128, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Chrome OS,1582.0,267.0,,,Intel Celeron N4500,AMD,1151.0,5939.0,6.0,6.0,2.3,4.0,1,0
Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Asus,Intel,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,16.0,1920,1200,141.51,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,Intel,8,DDR4,256, SSD,Integrated Intel UHD Graphics 600,Intel,,True,15.6,1366,768,100.45,False,Windows 11 OS,328.0,98.0,,,Intel Celeron N4020,,1725.0,12117.0,6.0,,2.5,4.6,3,0
Gigabyte G6 KF Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),Gigabyte,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.0,1920,1200,141.51,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 13620H,Intel,1774.0,16860.0,14.0,20.0,2.3,4.7,4,3
Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),Gigabyte,Intel,8,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i5 12500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,3
Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,Intel,8,LPDDR4X,512, SSD,Intel Integrated UHD Graphics,Intel,,True,14.0,1920,1200,161.73,True,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1315U,Intel,1172.0,5776.0,4.0,8.0,3.7,4.4,1,0
Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,Intel,16,LPDDR5,512, SSD,Intel UHD Graphics,Intel,,False,16.0,1920,1200,141.51,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,0
Lenovo IdeaPad Slim 5 82XX007MIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),Lenovo,AMD,16,DDR4,512, SSD,AMD Integrated SoC,AMD,,True,14.0,1920,1200,161.73,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 7 7730U,AMD,1266.0,9064.0,8.0,16.0,1.8,4.3,2,0
Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Acer,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,8.0,False,16.0,1920,1200,141.51,False,Windows 11 OS,22093.0,969.0,220.0,100.42,Intel Core i9 13900HX,Intel,1948.0,16839.0,14.0,20.0,2.5,5.0,4,3
Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),Lenovo,AMD,16,DDR4,512, SSD,AMD Integrated SoC,AMD,,True,14.0,1920,1200,161.73,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 7 7730U,AMD,1266.0,9064.0,8.0,16.0,1.8,4.3,2,0
Asus Vivobook 16X K3605ZU-MBN742WS Laptop (12th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),Asus,Intel,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,NVIDIA,6.0,False,16.0,1920,1200,141.51,False,Windows 11 OS,12718.0,911.0,,,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,2
Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,AMD,8,LPDDR5,512, SSD,AMD Radeon 610M Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 7520U,AMD,1379.0,7697.0,6.0,12.0,2.3,4.2,1,0
Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,Intel,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,DOS OS,1582.0,267.0,,,Intel Core i5 1235U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,0
Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,16.0,1920,1200,141.51,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,16.0,1920,1200,141.51,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Asus Vivobook 14X K3405ZF-LY541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,14.0,1920,1200,161.73,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),Asus,Intel,16,DDR4,512, SSD,NVIDIA Geforce RTX 4050,NVIDIA,6.0,False,16.0,1920,1200,141.51,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 12450H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 11400H,Intel,1737.0,9420.0,6.0,12.0,2.2,4.5,2,2
MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),MSI,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,2
Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),Acer,AMD,16,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,14.0,1366,768,111.94,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 5500U,AMD,1185.0,7173.0,6.0,12.0,2.1,4.0,1,0
Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Asus,Intel,8,DDR4,512, SSD,Integrated Intel UHD Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,AMD,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050 GPU,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
Lenovo V14 82KAA055IH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1366,768,111.94,False,DOS OS,1582.0,267.0,,,Intel Core i5 1135G7,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,AMD,16,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 7 5700U,AMD,1266.0,9064.0,8.0,16.0,1.8,4.3,2,0
HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),HP,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 13700HX,Intel,1774.0,16860.0,14.0,20.0,2.3,4.7,4,3
Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Lenovo,Intel,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,75.0,104.09,Intel Core i5 11300H,Intel,1511.0,9693.0,6.0,12.0,2.4,4.6,2,2
Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,AMD,16,DDR4,512, SSD,NVIDIA GeForce GTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),HP,AMD,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 3250U,AMD,1178.0,6093.0,4.0,8.0,3.8,4.0,1,0
Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Asus,AMD,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,14.0,1920,1080,157.35,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 3 7320U,Intel,1312.0,6490.0,4.0,8.0,3.8,4.6,1,0
Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Wings,Intel,8,LPDDR4,256, SSD,Intel Graphics,Intel,,False,15.6,1080,1920,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i3 1125G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,1
Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),Acer,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1920,1200,161.73,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 N305,Intel,1312.0,6490.0,4.0,8.0,3.8,4.6,1,0
Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,Intel,16,LPDDR5,512, SSD,Intel Integrated Iris Xe,Intel,,True,16.0,1920,1200,141.51,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 13500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,1
Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,Intel,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,16,DDR4,1256,Hard Disk & SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
MSI Thin GF63 11UCX-1491IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,16,DDR4,1512,Hard Disk & SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),Ultimus,Intel,8,DDR4,512, SSD,Intel Integrated Iris,Intel,,True,14.1,1920,1080,156.23,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1035G4,Intel,1096.0,8272.0,6.0,12.0,3.1,4.5,2,1
Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,Intel,16,LPDDR5,512, SSD,Integrated Intel Iris Xe Graphics,Intel,,True,14.0,1920,1200,161.73,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 13420H,Intel,1473.0,5995.0,4.0,8.0,2.5,4.5,1,1
Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Lenovo,Intel,16,LPDDR5,512, SSD,Integrated Intel Iris Xe Graphics,Intel,,True,16.0,1920,1080,137.68,False,Windows 11 OS,2782.0,338.0,,,Intel Core i7 13700H,Intel,1774.0,16860.0,14.0,20.0,2.3,4.7,4,1
Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,Intel,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,0
Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),Dell,Intel,8,DDR4,1000, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1305U,Intel,1312.0,6490.0,4.0,8.0,3.8,4.6,1,0
Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,Intel,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1135G7,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,1
Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Dell,Intel,16,LPDDR5,1000, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1200,161.73,True,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1335U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Dell,Intel,16,LPDDR5,1000, SSD,Intel Iris Xe Graphics,Intel,,False,13.3,2560,1600,226.98,False,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1360P,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,1
HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),Dell,Intel,8,LPDDR5,1000, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1200,161.73,True,Windows 11 OS,2782.0,338.0,,,Intel Core i5 1335U,Intel,1824.0,13145.0,6.0,12.0,3.0,4.6,3,1
MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,8.0,False,17.3,1920,1080,127.34,False,Windows 11 OS,22093.0,969.0,220.0,100.42,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,3
MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,Intel,16,DDR4,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i7 12650H,Intel,1648.0,8615.0,12.0,16.0,2.1,4.7,2,2
HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 13500H,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,Intel,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,Intel Core i5 11260H,Intel,1402.0,9062.0,6.0,12.0,2.1,4.4,2,2
MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,Intel,8,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,17.3,2560,1440,169.78,False,Windows 11 OS,16958.0,951.0,170.0,99.76,Intel Core i7 13700H,Intel,1774.0,16860.0,14.0,20.0,2.3,4.7,4,3
MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,Intel,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,8.0,False,17.3,1920,1080,127.34,False,Windows 11 OS,22093.0,969.0,220.0,100.42,Intel Core i9 13900H,Intel,1948.0,16839.0,14.0,20.0,2.5,5.0,4,3
Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,Intel,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,Intel Core i3 1115G4,Intel,1518.0,6109.0,4.0,8.0,1.2,4.7,1,1
HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,Intel,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,12718.0,911.0,,,Intel Core i5 13500HX,Intel,1732.0,14825.0,12.0,16.0,2.5,4.5,4,2
HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,Intel,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,8.0,False,16.1,2560,1600,187.51,False,Windows 11 OS,22093.0,969.0,220.0,100.42,Intel Core i9 13900HX,Intel,1948.0,16839.0,14.0,20.0,2.5,5.0,4,3
HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,AMD,8,DDR4,512, SSD,AMD Radeon RX 6500M,AMD,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,11499.0,550.0,,,AMD Ryzen 5 5600H,AMD,1383.0,10136.0,6.0,12.0,3.3,4.2,2,2
Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,Intel,8,DDR4,512, SSD,Integrated Intel UHD Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i3 1215U,Intel,1693.0,8197.0,4.0,8.0,3.3,4.3,2,0
Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),Lenovo,AMD,16,DDR4,512, SSD,AMD Integrated SoC,AMD,,True,14.0,1920,1200,161.73,False,Windows 11 OS,292.0,103.0,,,AMD Ryzen 5 7530U,AMD,1379.0,7697.0,6.0,12.0,2.3,4.2,1,0
Chuwi CoreBook X Pro Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Chuwi,Intel,16,LPDDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,Intel Core i5 10210U,Intel,1270.0,5974.0,6.0,12.0,1.1,4.7,1,0
HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,Intel,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,13.3,2880,1800,255.36,True,Windows 11 OS,2782.0,338.0,,,Intel Core i7 1250U,Intel,1875.0,16225.0,12.0,20.0,3.6,4.9,4,1
