Name,Brand,Price,Rating,Processor_brand,Processor_name,Processor_variant,Processor_gen,Core_per_processor,Total_processor,Execution_units,Low_Power_Cores,Energy_Efficient_Units,Threads,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_GB,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,b_G3Dmark,b_G2Dmark,b_price,b_gpuValue,b_TDP,b_powerPerformance,b_testDate,b_category
Dell Vostro 3425 M552321WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),Dell,49990,4.45,AMD,AMD Ryzen 5,5625U,5.0,6.0,,,0.0,0,12.0,16,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,14.0,1920,1080,157.35,False,Windows 11 OS,,,,,,,,
Lenovo S14 Gen 3 ‎82C3001WGE Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,45990,4.6,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),MSI,35090,4.4,Intel,Intel Core i5,1155G7,11.0,4.0,,,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
MSI Modern 14 C12M-440IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),MSI,39499,4.35,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),Acer,29990,4.7,Intel,Intel Core i3,N305,,8.0,,,0.0,0,8.0,8,LPDDR5,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
MSI Summit E16 Flip A13VET-068IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),MSI,159990,4.25,Intel,Intel Core i7,1360P,13.0,12.0,4.0,8.0,0.0,0,16.0,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.0,2560,1600,188.68,True,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
MSI Modern 14 C12M-439IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,41990,4.55,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
MSI Modern 14 C11M-031IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),MSI,32990,4.15,Intel,Intel Core i3,1115G4,11.0,2.0,,,0.0,0,4.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Asus Vivobook Go 15 2023 E1504FA-NJ522WS Laptop (Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),Asus,42990,4.5,AMD,AMD Ryzen 5,7520U,7.0,4.0,,,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),Asus,43990,4.0,AMD,AMD Ryzen 5,7520U,7.0,4.0,,,0.0,0,8.0,16,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Asus Vivobook Go 15 OLED 2023 E1504FA-LK322WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Asus,46990,4.05,AMD,AMD Ryzen 3,7320U,7.0,4.0,,,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
HP Victus 15-fb0106AX Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,67151,4.35,AMD,AMD Ryzen 5,5600H,5.0,6.0,,,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Lenovo V15 82KDA012iH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,33990,4.35,AMD,AMD Ryzen 5,5500U,5.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,40990,4.15,AMD,AMD Ryzen 5,5500U,5.0,6.0,,,0.0,0,12.0,16,DDR4,512, SSD,AMD Radeon,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Lenovo IdeaPad Slim 1 82VG009MIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,33990,4.15,AMD,AMD Ryzen 3,7320U,,4.0,,,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Samsung Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,124990,4.1,Intel,Intel Core i7,1360P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR5,512, SSD,‎Intel Iris Xe Graphics,Intel,,False,14.0,2880,1800,242.59,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Samsung Galaxy Book 3 Pro 14 NP940XFG-KC1IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Samsung,116990,4.7,Intel,Intel Core i5,1340P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR5,512, SSD,‎Intel Iris Xe Graphics,Intel,,False,14.0,2880,1800,242.59,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Samsung Galaxy Book 3 360 NP750QFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Samsung,133990,4.5,Intel,Intel Core i7,1360P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR4X,1000, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Samsung Galaxy Book 3 360 15 NP750QFG-KA2IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Samsung,109990,4.05,Intel,Intel Core i5,1340P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR4X,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP 245 G8 689T3PA Laptop (AMD Ryzen 3 3250U/ 8GB/ 512 GB SSD/ Win11 Home),HP,25599,4.4,AMD,AMD Ryzen 3,3250U,3.0,2.0,,,0.0,0,4.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,14.0,1366,768,111.94,False,Windows 11 OS,,,,,,,,
Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,31990,4.4,Intel,Intel Core i3,1115G4,11.0,2.0,,,0.0,0,4.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 128GB eMMC/ Android 11),Primebook,14990,4.45,MediaTek,MediaTek,,,8.0,,,0.0,0,,4,LPDDR4,128, Hard Disk,ARM Mali G72,ARM,,False,11.6,1366,768,135.09,False,Android 11 OS,,,,,,,,
HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,49728,4.5,AMD,AMD Ryzen 5,5600H,5.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon RX 6500M Graphics,AMD,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,11499.0,550.0,,,,,2021.0,Unknown
HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,36990,4.15,Intel,Intel Core i3,1115G4,11.0,2.0,,,0.0,0,4.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
HP Pavilion Plus 14-eh0037TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,71790,4.0,Intel,Intel Core i5,12500H,12.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,,True,14.0,2880,1800,242.59,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Samsung Galaxy Book 3 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Samsung,69990,4.75,Intel,Intel Core i5,i5,13.0,,,,0.0,0,,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,49990,4.5,Intel,Intel Core i5,11300H,11.0,4.0,,,0.0,0,8.0,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,209.0,37.35,75.0,104.09,2019.0,Desktop
HP 15s- eq2212AU Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),HP,31890,4.0,AMD,AMD Ryzen 3,5300U,5.0,4.0,,,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Dell Inspiron 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,47790,4.7,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Dell Vostro 3420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,54990,4.7,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,80969,4.35,Intel,Intel Core i5,1230U,12.0,10.0,,,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,13.4,1920,1200,168.97,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Dell Vostro 3420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,46990,4.75,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Microsoft Surface Pro 9 ‎QIL-00031 Laptop (12th Gen Core i7/ 16GB/ 256GB  SSD/ Win11),Microsoft,161300,4.65,Intel,Intel Core i7,1255U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,LPDDR5,256, SSD,Intel Iris Xe Graphics,Intel,,False,13.0,2880,1920,266.26,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Microsoft Surface Pro 9 Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11),Microsoft,261990,4.35,Intel,Intel Core i7,1255U,12.0,10.0,2.0,8.0,0.0,0,12.0,32,LPDDR5,1000, SSD,Intel Iris Xe Graphics,Intel,,False,13.0,2880,1920,266.26,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Microsoft Surface Pro 9 ‎QCB-00014 Laptop (12th Gen Core i5/ 8GB/ 128GB SSD/ Win11),Microsoft,102990,4.05,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,LPDDR5,128, SSD,Intel Iris Xe Graphics,Intel,,False,13.0,2880,1920,266.26,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Dell G15-5525 D560894WIN9S Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Dell,93831,4.0,AMD,AMD Ryzen 7,6800H,6.0,8.0,,,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3060,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop
Microsoft Surface Pro 9 QEZ-00065 Laptop (12th Gen Core i5/ 8GB/ 256GB SSD/ Win11),Microsoft,99990,4.65,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,LPDDR5,256, SSD,Intel Iris Xe Graphics,Intel,,False,13.0,2880,1920,266.26,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Lenovo IdeaPad Flex 5 82R90068IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,66999,4.5,AMD,AMD Ryzen 7,5700U,5.0,8.0,,,0.0,0,16.0,16,DDR4,512, SSD,AMD Radeon,AMD,,False,14.0,1920,1200,161.73,True,Windows 11 OS,,,,,,,,
Dell Inspiron 3520 D560871WIN9B Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,45990,4.1,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Dell Inspiron 5320 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,69994,4.55,Intel,Intel Core i5,1240P,12.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,Intel Integrated UHD,Intel,,True,13.3,2560,1600,226.98,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
HP Envy x360 13-bf0078TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),HP,75990,4.55,Intel,Intel Core i5,1230U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,LPDDR4X,512, SSD,Intel Iris X Graphics,Intel,,False,13.3,1920,1080,165.63,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Lenovo V15 82KDA01EIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,29990,4.35,AMD,AMD Ryzen 3,5300U,5.0,4.0,,,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Lenovo V14 82KA00G8IH Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,29990,4.25,Intel,Intel Core I3-1115G4,processor,,,,,0.0,0,,8,DDR4,256, SSD,Intel Integrated INTEL UHD,Intel,,True,14.1,1920,1080,156.23,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Acer One 14 Z2-493 Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11),Acer,26990,4.7,AMD,AMD Ryzen 3,3250U,3.0,2.0,,,0.0,0,4.0,8,DDR4,256, SSD,AMD Radeon Graphics,AMD,,False,14.0,1366,768,111.94,False,Windows 11 OS,,,,,,,,
HP Victus 15-fb0053AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,63999,4.2,AMD,AMD Ryzen 7,5800H,5.0,8.0,,,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Lenovo IdeaPad Slim 3 82RK00EDIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,47990,4.15,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,,512, SSD,‎Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
MSI Thin GF63 11UC-866IN Gaming Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),MSI,56990,4.45,Intel,Intel Core i7,11800H,11.0,8.0,,,0.0,0,16.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 10 OS,12718.0,911.0,,,,,2022.0,Unknown
HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,53990,4.2,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP Victus 15-fa0070TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,60479,4.75,Intel,Intel Core i5,12450H,12.0,8.0,4.0,4.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,209.0,37.35,75.0,104.09,2019.0,Desktop
HP 15s-fq5111TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,49999,4.0,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP Pavilion 15s-eq2182AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),HP,44013,4.0,AMD,AMD Ryzen 5,5500U,5.0,6.0,,,0.0,0,12.0,16,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
HP Victus 15-fa0165TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,61499,4.75,Intel,Intel Core i5,12450H,12.0,8.0,4.0,4.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,7807.0,592.0,209.0,37.35,75.0,104.09,2019.0,Desktop
Dell G15-5525 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Dell,82588,4.6,AMD,AMD Ryzen 7,6800H,6.0,8.0,,,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),Asus,52100,4.75,AMD,AMD Ryzen 5,5600H,5.0,6.0,,,0.0,0,12.0,16,DDR4,512, SSD,AMD Radeon Vega 7 Graphics,AMD,,False,16.0,1920,1200,141.51,False,Windows 11 OS,1669.0,442.0,,,,,2019.0,Unknown
Dell Vostro 3420 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,41899,4.55,Intel,Intel Core i5,1135G7,11.0,4.0,,,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,14.0,1080,1920,157.35,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Dell Inspiron 7420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 2GB Graph),Dell,75290,4.75,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce MX550,NVIDIA,2.0,False,14.0,1920,1200,161.73,True,Windows 11 OS,5090.0,424.0,,,,,2022.0,Unknown
Dell Inspiron 7420 2-in-1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),Dell,83990,4.25,Intel,Intel Core i7,1255U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce MX550,NVIDIA,2.0,False,14.0,1920,1200,161.73,True,Windows 11 OS,5090.0,424.0,,,,,2022.0,Unknown
MSI Thin GF63 11SC-853IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),MSI,46990,4.1,Intel,Intel Core i5,11400H,11.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA Geforce GTX1650 Max Q,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 10 OS,7807.0,592.0,209.0,37.35,75.0,104.09,2019.0,Desktop
HP Pavilion 15s-fy5001TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,58990,4.35,Intel,Intel Core i5,1240P,12.0,12.0,4.0,8.0,0.0,0,16.0,8,DDR4,512, SSD,Intel Integrated Iris Xe Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP Pavilion 14-dv2015TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11),HP,76990,4.6,Intel,Intel Core i7,1255U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,1000, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1080,157.35,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP Pavilion 15s-fq5010TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,61999,4.35,Intel,Intel Core i5,1240P,12.0,12.0,4.0,8.0,0.0,0,16.0,8,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Dell Inspiron 5520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Dell,67990,4.5,Intel,Intel Core i5,12500H,12.0,12.0,4.0,8.0,0.0,0,16.0,8,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Dell G15-5520 D560737WIN9B Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Dell,117490,4.2,Intel,Intel Core i7,12700H,12.0,14.0,6.0,8.0,0.0,0,20.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3060,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop
HP Victus 16-e0361ax Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,76999,4.2,AMD,AMD Ryzen 7,5800H,5.0,8.0,,,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3060,NVIDIA,6.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop
Asus BR1100CKA-GJ0722W Laptop (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),Asus,15990,4.55,Intel,Intel Celeron ,N4500,,2.0,,,0.0,0,,4,DDR4,128, SSD,Intel UHD Graphics,Intel,,False,11.6,1366,768,135.09,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Asus BR1100CKA-GJ0722W Notebook (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),Asus,14490,4.2,Intel,Intel Celeron ,N4500,,2.0,,,0.0,0,,4,DDR4,128, SSD,Intel UHD Graphics,Intel,,False,11.6,1366,768,135.09,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Dell Alienware x15 R1 D569932WIN9 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),Dell,245490,4.15,Intel,Intel Core i7,11800H,11.0,8.0,,,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GEFORCE RTX 3060,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop
HP Pavilion 15-eg2002TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,76600,4.2,Intel,Intel Core i5,1240P,12.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Iris Xᵉ Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP Pavilion x360 14-dy1047TU Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,66999,4.1,Intel,Intel Core i7,1195G7,11.0,4.0,,,0.0,0,8.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,1920,1080,157.35,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Dell Vostro 5625 laptop (Ryzen 5-5625U/ 16GB/ 512GB SSD/ Windows 11),Dell,58990,4.7,AMD,AMD Ryzen 5,5625U,5.0,6.0,,,0.0,0,12.0,16,DDR4,512, SSD,AMD Vega,AMD,,False,16.0,1920,1200,141.51,False,Windows 11 OS,1669.0,442.0,,,,,2019.0,Unknown
HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),HP,38250,4.05,AMD,AMD Ryzen 5,5500U,5.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
HP 15s-eq2143au Laptop (Ryzen 3 5300U/ 8GB/ 512GB SSD/ Windows 11 Home),HP,32610,4.55,AMD,AMD Ryzen 3,5300U,5.0,4.0,,,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
