Name,Brand,Price,Rating,Processor_brand,Processor_name,Processor_variant,Processor_gen,Core_per_processor,Total_processor,Execution_units,Low_Power_Cores,Energy_Efficient_Units,Threads,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_GB,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,b_G3Dmark,b_G2Dmark,b_price,b_gpuValue,b_TDP,b_powerPerformance,b_testDate,b_category
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),Apple,154990,4.5,Apple,Apple M3,,,8.0,4.0,4.0,0.0,0,,8,,512, SSD,10 Core GPU,Apple,,False,14.2,3024,1964,253.93,False,Mac OS,,,,,,,,
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),Acer,39999,4.65,AMD,AMD Ryzen 5,5500U,5.0,6.0,,,0.0,0,12.0,16,DDR4,1000, SSD,AMD Graphics,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,52850,4.4,AMD,AMD Ryzen 5,7535HS,7.0,6.0,,,0.0,0,12.0,8,DDR5,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,8007.0,380.0,,,,,2022.0,Unknown
Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),Zebronics,23990,4.05,Intel,Intel Core i3,1125G4,11.0,4.0,,,0.0,0,8.0,8,LPDDR4,512, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),Asus,80739,4.7,Intel,Intel Core i9,13900H,13.0,14.0,6.0,8.0,0.0,0,20.0,16,DDR4,512, SSD,Integrated Intel Iris Xe Graphics,Intel,,True,16.0,1920,1200,141.51,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,52249,4.55,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),HP,48990,4.3,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),HP,85990,4.6,Intel,Intel Core i7,12650H,12.0,10.0,6.0,4.0,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),HP,81990,4.1,AMD,AMD Ryzen 7,7840HS,7.0,8.0,,,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
HP Victus 15-fa0188TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,79990,4.2,Intel,Intel Core i7,12650H,12.0,10.0,6.0,4.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,79990,4.4,AMD,AMD Ryzen 7,7840HS,7.0,8.0,,,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
HP Omen 16-wf0111TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,126499,4.3,Intel,Intel Core i7,13700HX,13.0,16.0,8.0,8.0,0.0,0,24.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop
Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,74990,4.4,Intel,Intel Core i5,12500H,12.0,12.0,4.0,8.0,0.0,0,16.0,16,,512, SSD,Intel Iris Xe,Intel,,False,14.0,2880,1800,242.59,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),Asus,119000,4.15,Intel,Intel Core i7,12700H,12.0,14.0,6.0,8.0,0.0,0,20.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),Walker,12990,4.35,Intel,Intel Celeron ,N4020,,2.0,,,0.0,0,2.0,4,DDR4,128, SSD,Intel Integrated UHD Graphics,Intel,,True,14.1,1920,1080,156.23,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,72490,4.75,Intel,Intel Core i5,1340P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,14.0,2240,1400,188.68,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,49990,4.2,Intel,Intel Core i5,13500H,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR5X,512, SSD,Intel Integrated Iris Xe,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),Asus,72990,4.45,Intel,Intel Core i5,12500H,12.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,72990,4.6,Intel,Intel Core i5,1340P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR5,512, SSD,Intel Iris Xe Graphics,Intel,,False,16.0,2560,1600,188.68,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,31990,4.15,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,25990,4.35,Intel,Intel Core i3,1115G4,11.0,2.0,,,0.0,0,4.0,8,LPDDR4X,512, SSD,Intel Integrated UHD Graphics,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),Lenovo,27999,4.7,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,DOS OS,1582.0,267.0,,,,,2018.0,Unknown
Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),Asus,56990,4.05,AMD,AMD Ryzen 7,5800H,5.0,8.0,,,0.0,0,16.0,16,DDR4,512, SSD,AMD Radeon,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,70490,4.55,Intel,Intel Core i5,1340P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Integrated Integrated,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,114990,4.75,Intel,Intel Core i5,13500H,13.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.0,3200,2000,235.85,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Acer Extensa EX215-23 NX.EH3SI.003 Laptop (Ryzen 5 7520U/ 8 GB/512 GB SSD/Win11 Home),Acer,31990,4.4,AMD,AMD Ryzen 5,7520U,7.0,4.0,,,0.0,0,8.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,,False,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
HP Omen 17-ck1023TX Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 16GB Graph),HP,195999,4.4,Intel,Intel Core i9,12900HX,12.0,16.0,8.0,8.0,0.0,0,24.0,32,DDR5,2000, SSD,NVIDIA GeForce RTX 3080Ti,NVIDIA,16.0,False,17.3,2560,1440,169.78,False,Windows 11 OS,26887.0,1031.0,1199.99,22.41,350.0,76.82,2021.0,Desktop
HP Pavilion 15s-FR5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,51990,4.6,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Iris Xe,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Dell G15-5525 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Dell,93003,4.65,AMD,AMD Ryzen 7,6800H,6.0,8.0,,,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3060,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop
Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Dell,71990,4.45,Intel,Intel Core i5,12500H,12.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,4.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
HP Pavilion 15-eg3032TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,84700,4.7,Intel,Intel Core i7,1360P,13.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Samsung Galaxy Book 4 Edge Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),Samsung,162990,4.4,Qualcomm,Qualcomm X Elite,Elite,,,,,0.0,0,,32,LPDDR5X,1000, SSD,Intel Arc Graphics,Intel,,False,16.0,2880,1800,212.26,True,Windows 11 OS,,,,,,,,
Lenovo ThinkPad E14 21JKS13K00 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,96990,4.45,Intel,Intel Core i7,1355U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Iris Xe Graphics comes,Intel,,False,14.0,1920,1200,161.73,False,Windows 11 OS,1973.0,315.0,,,,,2022.0,Unknown
Lenovo V14 82TSA0CWIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),Lenovo,55490,4.5,Intel,Intel Core i5,1235U,12.0,10.0,2.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Asus Vivobook 15 2024 X1504VAP-NJ322WS Laptop (Intel Core 3 Processor 100U/ 8GB/ 512GB SSD/ Win11),Asus,49990,4.75,Intel,Intel Core 3,100U,,6.0,2.0,4.0,0.0,0,8.0,16,DDR4,512, SSD,Integrated Intel Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Lenovo V14 G3 82TSA0EMIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Pro),Lenovo,44990,4.0,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
HP Victus 15-fa1216TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),HP,74490,4.05,Intel,Intel Core i5,13420H,13.0,8.0,4.0,4.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
MSI Cyborg 15 AI A1VFK-049IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),MSI,114990,4.3,Intel,Intel Core Ultra,155H,,16.0,6.0,8.0,2.0,1,22.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop
MSI Raider GE78 HX 14VHG-805IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),MSI,299990,4.45,Intel,Intel Core i9,14900HX,14.0,24.0,8.0,16.0,0.0,0,32.0,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4080,NVIDIA,12.0,False,17.0,2560,1600,177.58,False,Windows 11 OS,24853.0,1003.0,999.0,24.88,320.0,77.66,2020.0,Desktop
Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),Apple,134900,4.3,Apple,Apple M3,,,8.0,4.0,4.0,0.0,0,,8,,512, SSD,Apple 10 Core GPU,Apple,,False,13.6,2560,1664,224.51,False,Mac OS,,,,,,,,
Apple MacBook Air 15 2024 Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),Apple,174900,4.4,Apple,Apple M3,,,8.0,4.0,4.0,0.0,0,,16,,512, SSD,10-Core GPU,Apple,,False,15.3,2880,1864,224.22,False,Mac OS,,,,,,,,
Chuwi HeroBook Plus Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11),Chuwi,18990,4.2,Intel,Intel Celeron ,N4020,,2.0,,,0.0,0,2.0,8,DDR3,256, SSD,Intel HD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
HP Omen 16-wf0179TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),HP,105990,4.0,Intel,Intel Core i7,13700HX,13.0,16.0,8.0,8.0,0.0,0,24.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,6.0,False,16.1,2560,1440,182.44,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Samsung Galaxy Book 4 360 NP750QGK-KG3IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 1TB SSD/ Win11),Samsung,138990,4.1,Intel,Intel Core 7,150U,,10.0,2.0,8.0,0.0,0,12.0,16,LPDDR5,1000, SSD,Intel Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS,,,,,,,,
Samsung Galaxy Book 4 Pro 360 NP960QGK-KG1IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Samsung,163990,4.5,Intel,Intel Core Ultra,155H,,16.0,6.0,8.0,2.0,1,22.0,16,LPDDR5X,512, SSD,Intel Arc Graphics,Intel,,False,16.0,2880,1800,212.26,True,Windows 11 OS,,,,,,,,
Samsung Galaxy Book 4 360 NP750QGK-KG1IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),Samsung,114990,4.6,Intel,Intel Core 5,120U,,10.0,2.0,8.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Graphics,Intel,,False,15.6,1920,1080,141.21,True,Windows 11 OS,,,,,,,,
Dell Inspiron 5620 ICC-C783534WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,64990,4.2,Intel,Intel Core i5,1240P,12.0,12.0,4.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Integrated,Intel,,True,16.0,1920,1080,137.68,False,Windows 11 OS,,,,,,,,
MSI Prestige 16 AI Studio B1VFG Laptop ( Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11/ 8GB Graphics),MSI,169990,4.15,Intel,Intel Core Ultra,155H,,16.0,6.0,8.0,2.0,1,22.0,32,LPDDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,8.0,False,16.0,2560,1600,188.68,False,Windows 11 OS,16958.0,951.0,329.0,51.55,170.0,99.76,2021.0,Desktop
Asus Zenbook S13 OLED 2024 UX5304MA-NQ762WS Laptop ( Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),Asus,139990,4.75,Intel,Intel Core Ultra,155U,,12.0,2.0,8.0,2.0,1,14.0,32,LPDDR5X,1000, SSD,Intel Integrated Intel Iris Xe Graphics,Intel,,True,13.3,2880,1800,255.36,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
MSI Prestige 16 AI Evo  B1MG Laptop ( Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),MSI,119990,4.25,Intel,Intel Core Ultra,155H,,16.0,6.0,8.0,2.0,1,22.0,16,LPDDR5,1000, SSD,Intel Integrated Arc,Intel,,True,16.0,2561,1600,188.73,False,Windows 11 OS,,,,,,,,
Samsung Galaxy Book 4 Pro 14 NP940XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),Samsung,171990,4.75,Intel,Intel Core Ultra,155H,,16.0,6.0,8.0,2.0,1,22.0,32,LPDDR5X,1000, SSD,Intel Arc Graphics,Intel,,False,14.0,2880,1800,242.59,True,Windows 11 OS,,,,,,,,
Samsung Galaxy Book 4 Pro NP960XGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Samsung,149990,4.15,Intel,Intel Core Ultra,155H,,16.0,6.0,8.0,2.0,1,22.0,16,LPDDR5X,512, SSD,Intel Arc Graphics,Intel,,False,16.0,2880,1800,212.26,True,Windows 11 OS,,,,,,,,
Asus Zenbook S13 OLED 2024 UX5304MA-NQ752WS Laptop ( Intel Core Ultra 7 155U/ 16GB/ 1TB SSD/ Win11),Asus,129990,4.05,Intel,Intel Core Ultra,155U,,12.0,2.0,8.0,2.0,1,14.0,16,LPDDR5X,1000, SSD,Intel Integrated Intel Iris Xe Graphics,Intel,,True,13.3,2880,1800,255.36,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP Envy x360 14-fc0106TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),HP,108999,4.75,Intel,Intel Core Ultra,155U,,12.0,2.0,8.0,2.0,1,14.0,16,LPDDR5,512, SSD,Integrated Intel Graphics,Intel,,True,14.0,1920,1200,161.73,True,Windows 11 OS,,,,,,,,
Asus VivoBook 15 X1500EA-EJ111WS Laptop (Intel Pentium Gold/ 8GB/ 256GB SSD/ Win11),Asus,30990,4.55,Intel,Intel Pentium Gold,7505,,2.0,,,0.0,0,4.0,8,DDR4,256, SSD,Intel Integrated UHD,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
HP 15-fd0221TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,60799,4.2,Intel,Intel Core i5,1334U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated Integrated,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,,,,,,,,
Asus Zenbook 14 OLED 2024 UX3405MA-PZ552WS Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),Asus,102900,4.1,Intel,Intel Core Ultra,125H,,14.0,4.0,8.0,2.0,1,18.0,16,LPDDR5X,1000, SSD,Intel Arc Graphics,Intel,,False,14.0,2880,1800,242.59,True,Windows 11 OS,,,,,,,,
HP Pavilion x360 14-ek0183TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,54990,4.05,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,,True,14.0,1920,1080,157.35,True,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 1TB SSD/ Win11),Acer,38249,4.7,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,16,DDR4,1000, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,43990,4.65,Intel,Intel Core i5,1335U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,16.0,1920,1200,141.51,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
Lenovo IdeaPad Slim 3 15IAH8 83ER008HIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,54990,4.7,Intel,Intel Core i5,12450H,12.0,8.0,4.0,4.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Integrated UHD Graphics,Intel,,True,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),Lenovo,15990,4.65,MediaTek,MediaTek Kompanio,,,8.0,,,0.0,0,,4,LPDDR4X,128, Hard Disk,Arm Mali G52 MC2 2EE Graphics,ARM,,False,14.0,1366,768,111.94,False,Chrome OS,,,,,,,,
Lenovo LOQ 15IRX9 83DV007HIN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,102990,4.0,Intel,Intel Core i7,13650HX,13.0,14.0,6.0,8.0,0.0,0,,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,15.6,1920,1080,141.21,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,53990,4.15,Intel,Intel Core i5,11400H,11.0,6.0,,,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,4.0,False,17.0,1920,1080,129.58,False,Windows 11 OS,8007.0,380.0,,,,,2022.0,Unknown
Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,36990,4.45,Intel,Intel Core i3,1315U,13.0,6.0,2.0,4.0,0.0,0,8.0,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,,True,16.0,1920,1200,141.51,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),HP,24900,4.55,AMD,AMD Ryzen 3,3250U,3.0,2.0,,,0.0,0,4.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,,False,14.0,1366,768,111.94,False,DOS OS,,,,,,,,
Xiaomi Redmi Book 14 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Xiaomi,49990,4.0,Intel,Intel Core i5,13500H,13.0,12.0,4.0,8.0,0.0,0,16.0,16,LPDDR5,512, SSD,Intel ARC Graphics,Intel,,False,14.0,2880,1800,242.59,False,Windows 11 OS,,,,,,,,
Samsung Galaxy Book 4 360 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,129900,4.05,Intel,Intel Core i7,1355U,13.0,10.0,2.0,8.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Iris Xe Graphics,Intel,,False,13.3,1920,1080,165.63,True,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,50790,4.45,Intel,Intel Core i5,1135G7,11.0,4.0,,,0.0,0,8.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,2782.0,338.0,,,,,2020.0,Unknown
HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,106590,4.4,AMD,AMD Ryzen 7,7840HS,7.0,8.0,,,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,6.0,False,16.1,1920,1080,136.83,False,Windows 11 OS,12718.0,911.0,,,,,2022.0,Unknown
HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,38990,4.65,Intel,Intel Core i3,1215U,12.0,6.0,2.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,,False,15.6,1920,1080,141.21,False,Windows 11 OS,1582.0,267.0,,,,,2018.0,Unknown
